review_id,customer_id,product_id,category,subcategory,review_text,rating,sentiment_label,review_date,helpful_votes,verified_purchase,language,word_count,has_image,device_type,reviewer_city,product_price,seller_rating,delivery_days,return_flag
R000050,C036866,PFOO0026,Food,Beverages,Product kharab hai. Bilkul bakwas. Paisa barbad. Return kar raha hun.,1,Negative,2026-01-04,,True,English,11,False,tablet,Gurgaon,20183.22,2.0,12,0
R000051,C023081,PCLO0073,Clothing,T-Shirts,Best purchase I've made this year. Fast delivery and great packaging. Five stars!,5,Positive,2025-11-25,4,True,English,13,False,mobile_ios,chennai,22483.12,1.0,6,0
R000052,C040405,PBEA0094,Beauty,Grooming,Excellent product! Very satisfied with the quality. Would definitely recommend to friends and family.,4,Positive,2025-01-09,,True,English,14,False,mobile_ios,bangalore,4032.75,2.0,5,0
R000053,C026012,PELE0080,Electronics,Earbuds,Outstanding quality. I was skeptical at first but this earbuds proved me wrong completely.,5,Positive,2025-04-26,5,True,English,14,False,tablet,Gurgaon,16527.46,3.8,,0
R000054,C042265,PHOM0039,Home,Bedding,Very good product. Using it since 2 weeks. No complaints whatsoever. Recommended!!,4,Positive,2026-03-21,17,True,Code-mixed,12,False,,mumbai,24916.12,4.4,,0
R000055,C009450,PBEA0007,Beauty,Haircare,"It's fine I guess. Not amazing, not terrible. Just an average haircare for daily use.",3,Neutral,2026-03-04,34,True,English,15,False,mobile_android,Noida,24923.94,1.4,2,0
R000056,C039034,PBEA0006,Beauty,Fragrance,Bohot accha product hai ye! Camera quality is amazing. Battery backup bhi theek hai. Recommended!,3,Neutral,2025-08-19,24,True,English,15,False,mobile_android,DELHI,22910.13,1.3,7,0
R000057,C048475,PHOM0098,Home,Storage,Bohot accha product hai ye! Camera quality is amazing. Battery backup bhi theek hai. Recommended!,4,Positive,2026-01-25,,False,English,15,False,mobile_android,Mumbai,1091.57,3.4,14,0
R000058,C025415,PELE0086,Electronics,Chargers,Waste of money!!!   Too   many   issues with this product. Very poor quality control.,1,Negative,2025-03-28,31,False,English,13,False,desktop_web,Kochi,24879.21,2.4,12,0
R000059,C007011,PCLO0038,Clothing,Jeans,<b>Great product!</b> Worth every rupee. Delivery was super fast too!!!,5,Positive,2026-03-18,41,False,English,10,False,tablet,Jaipur,16775.85,2.3,11,0
R000060,C015888,PHOM0033,Home,Bedding,<b>Great product!</b> Worth every rupee. Delivery was super fast too!!!,5,Positive,2025-10-31,,True,Code-mixed,10,False,mobile_ios,Indore,11258.99,1.3,13,0
R000061,C041507,PHOM0010,Home,Kitchen,,4,Positive,2025-11-03,32,True,English,,False,,DELHI,15925.7,4.1,6,0
R000062,C036912,PBEA0009,Beauty,Fragrance,"It's fine I guess. Not amazing, not terrible. Just an average fragrance for daily use.",3,Neutral,2025-01-06,,False,English,15,False,tablet,mumbai,24229.44,5.0,5,0
R000063,C007607,PCLO0045,Clothing,Jeans,Outstanding quality. I was skeptical at first but this jeans proved me wrong completely.,5,Positive,2025-06-28,44,True,English,14,False,mobile_android,bangalore,12696.03,1.4,15,0
R000064,C011433,PBOO0065,Books,Non-Fiction,Outstanding quality. I was skeptical at first but this non-fiction proved me wrong completely.,5,Positive,2025-04-05,25,True,English,14,False,tablet,mumbai,24721.63,,5,0
R000065,C004101,PBOO0091,Books,Self-Help,<b>Great product!</b> Worth every rupee. Delivery was super fast too!!!,4,Positive,2025-05-15,40,True,English,10,False,,bangalore,1928.99,3.5,12,0
R000066,C038678,PELE0086,Electronics,Chargers,,5,Positive,2025-07-11,26,False,English,,False,mobile_ios,Chandigarh,24879.21,3.6,9,0
R000067,C012262,PHOM0022,Home,Bedding,"Received a defective bedding. Asked for replacement, still waiting after 2 weeks!!!",1,Negative,2025-04-10,32,True,English,12,False,tablet,Indore,8475.61,1.1,5,1
R000068,C029972,PBOO0079,Books,Fiction,Not good at all. The fiction stopped working after just one week of normal usage.,2,Negative,2025-05-18,23,True,English,15,False,,Hyderabad,3255.41,4.3,5,1
R000069,C005701,PBEA0049,Beauty,Fragrance,"Not worth the price. Cheap material, poor finishing. Expected much better quality.",1,Negative,2025-12-19,40,True,English,12,False,mobile_ios,Hyderabad,21644.85,3.1,3,0
R000070,C017521,PBOO0026,Books,Self-Help,Product is okay. Nothing special but does the job. Average quality for the price.,3,Neutral,2025-07-30,41,False,English,14,False,mobile_ios,BANGALORE,24076.01,4.0,8,0
R000071,C041145,PBEA0024,Beauty,Fragrance,Amazing value for money. The fragrance exceeded my expectations in every way possible.,4,Positive,2025-12-22,31,True,English,13,True,tablet,chennai,15672.3,1.3,4,0
R000072,C032422,PFOO0074,Food,Dry Fruits,<b>Great product!</b> Worth every rupee. Delivery was super fast too!!!,5,Positive,2026-03-13,43,True,English,10,False,mobile_android,bangalore,14837.72,2.8,7,0
R000073,C008646,PHOM0009,Home,Furniture,Amazing value for money. The furniture exceeded my expectations in every way possible.,5,Positive,2025-07-10,3,True,English,13,False,tablet,chennai,10894.17,1.9,,0
R000074,C034043,PBEA0055,Beauty,Haircare,Amazing value for money. The haircare exceeded my expectations in every way possible.,5,Positive,2025-03-09,,True,English,13,True,mobile_android,Jaipur,21414.58,2.5,14,0
R000075,C009363,PELE0070,Electronics,Earbuds,This is my third purchase from this seller. Always consistent quality. Highly satisfied.,4,Positive,2026-01-05,26,True,Hindi,13,True,mobile_android,BANGALORE,13530.08,2.5,6,0
R000076,C042246,PELE0086,Electronics,Chargers,Excellent product! Very satisfied with the quality. Would definitely recommend to friends and family.,5,Positive,2025-06-04,12,True,English,14,True,mobile_ios,Chandigarh,24879.21,3.6,,0
R000077,C000791,PHOM0069,Home,Storage,"Decent product. Some features are good, others could be better. Mixed feelings overall.",3,Neutral,2025-08-04,48,True,Code-mixed,13,True,mobile_android,mumbai,5718.84,1.2,,0
R000078,C033202,PFOO0093,Food,Spices,,5,Positive,2025-10-02,,True,English,,False,mobile_ios,Gurgaon,19195.53,4.1,11,0
R000079,C047839,PFOO0044,Food,Supplements,Loved it!! Perfect for daily use. My whole family loves this supplements.,4,Positive,2025-01-29,47,False,English,12,False,mobile_android,Bnglr,11202.69,3.1,5,0
R000080,C017614,PCLO0020,Clothing,Sarees,"Received a defective sarees. Asked for replacement, still waiting after 2 weeks!!!",1,Negative,2025-02-02,40,True,English,12,False,mobile_android,Chandigarh,7201.99,1.6,15,0
R000081,C033347,PELE0002,Electronics,Earbuds,Bohot accha product hai ye! Camera quality is amazing. Battery backup bhi theek hai. Recommended!,4,Positive,2025-03-18,2,True,English,15,False,tablet,Jaipur,18437.87,2.5,15,0
R000082,C033802,PELE0047,Electronics,Cameras,Product is okay. Nothing special but does the job. Average quality for the price.,3,Neutral,2026-02-01,35,True,English,14,False,desktop_web,mumbai,10767.43,2.0,8,0
R000083,C048003,PBOO0059,Books,Technical,,1,Negative,2025-10-05,0,True,English,,False,desktop_web,bangalore,4825.42,2.7,3,1
R000084,C034063,PBEA0022,Beauty,Skincare,,2,Negative,2025-02-18,25,True,English,,True,tablet,BANGALORE,4769.99,2.3,12,0
R000085,C015310,PELE0076,Electronics,Earbuds,"Decent product. Some features are good, others could be better. Mixed feelings overall.",3,Neutral,2025-03-21,20,True,English,13,False,mobile_ios,Indore,21962.32,1.5,11,0
R000086,C039539,PELE0041,Electronics,Cameras,Best purchase I've made this year. Fast delivery and great packaging. Five stars!,5,Positive,2025-07-02,,True,English,13,False,mobile_android,Lucknow,21921.43,3.2,,0
R000087,C009162,PCLO0024,Clothing,T-Shirts,Best purchase I've made this year. Fast delivery and great packaging. Five stars!,4,Positive,2025-12-18,37,True,Code-mixed,13,True,mobile_android,Bangalore,14521.17,4.2,,0
R000088,C021729,PCLO0025,Clothing,Shoes,Excellent product! Very satisfied with the quality. Would definitely recommend to friends and family.,5,Positive,2026-02-25,24,True,English,14,False,mobile_ios,Pune,1616.9,1.1,4,0
R000089,C036090,PBEA0090,Beauty,Fragrance,Loved it!! Perfect for daily use. My whole family loves this fragrance.,5,Positive,2026-02-13,34,True,Code-mixed,12,False,tablet,Gurgaon,15983.46,3.3,5,0
R000090,C014354,PELE0030,Electronics,Laptops,Terrible quality. Broke within 2 days. Complete waste of money. DO NOT BUY.,2,Negative,2025-07-03,10,True,English,13,False,desktop_web,Gurgaon,17575.03,1.2,4,0
R000091,C011385,PCLO0080,Clothing,Jeans,,5,Positive,2025-12-25,9,False,Hindi,,False,,Kolkata,22047.14,,,0
R000092,C001307,PBOO0039,Books,Comics,This is my third purchase from this seller. Always consistent quality. Highly satisfied.,5,Positive,2026-01-03,20,True,English,13,False,mobile_android,Noida,5611.26,2.5,7,0
R000093,C021143,PCLO0039,Clothing,Kurtas,"The kurtas works as expected. Nothing more, nothing less. Packaging was decent.",3,Neutral,2025-11-29,35,True,English,12,False,tablet,Kolkata,6042.52,1.7,,0
R000094,C037542,PBEA0000,Beauty,Grooming,Worst purchase ever. Product arrived damaged and customer support was unhelpful.,1,Negative,2025-11-10,31,False,English,11,True,mobile_ios,Ahmedabad,6333.41,4.5,,0
R000095,C022004,PBEA0057,Beauty,Fragrance,Product bahut accha hai. Quality is top notch. Will buy again for sure.,4,Positive,2026-02-07,,True,English,13,False,mobile_ios,Kochi,17659.88,3.2,8,0
R000096,C049693,PFOO0030,Food,Snacks,Excellent product! Very satisfied with the quality. Would definitely recommend to friends and family.,4,Positive,2025-02-23,,True,English,14,True,,Bangalore,11439.32,4.6,7,0
R000097,C028456,PCLO0060,Clothing,Kurtas,Product bahut accha hai. Quality is top notch. Will buy again for sure.,5,Positive,2025-10-11,16,True,English,13,True,mobile_android,Lucknow,22642.78,1.6,7,0
R000098,C040966,PBEA0091,Beauty,Fragrance,Product bahut accha hai. Quality is top notch. Will buy again for sure.,4,Positive,2025-02-11,,True,English,13,False,mobile_android,chennai,6456.89,4.5,8,0
R000099,C017263,PFOO0031,Food,Supplements,Worst purchase ever. Product arrived damaged and customer support was unhelpful.,1,Negative,2025-02-13,26,False,English,11,False,,Kochi,4940.63,4.7,4,1
R000100,C046813,PELE0035,Electronics,Cameras,Amazing value for money. The cameras exceeded my expectations in every way possible.,4,Positive,2025-03-27,8,True,English,13,False,mobile_ios,chennai,5567.64,2.3,13,0
R000101,C026042,PBOO0065,Books,Non-Fiction,Very good product. Using it since 2 weeks. No complaints whatsoever. Recommended!!,5,Positive,2026-02-07,50,True,English,12,False,mobile_ios,mumbai,24721.63,4.8,10,0
R000102,C035104,PHOM0052,Home,Storage,<p>DO NOT BUY THIS</p>. Fake product. Nothing like the images shown on the website.,2,Negative,2025-08-31,,False,English,14,False,mobile_android,Lucknow,3251.04,2.0,15,0
R000103,C019862,PHOM0018,Home,Decor,Amazing value for money. The decor exceeded my expectations in every way possible.,5,Positive,2025-06-03,20,True,English,13,True,mobile_ios,Indore,20785.03,4.0,14,0
R000104,C010419,PELE0067,Electronics,Laptops,Best purchase I've made this year. Fast delivery and great packaging. Five stars!,5,Positive,2025-10-19,,False,Hindi,13,False,mobile_android,Indore,21057.41,1.8,8,0
R000105,C008119,PELE0031,Electronics,Smartphones,This is my third purchase from this seller. Always consistent quality. Highly satisfied.,5,Positive,2025-08-31,10,True,English,13,True,desktop_web,Mumbai,15266.97,3.3,14,0
R000106,C013549,PFOO0075,Food,Snacks,Excellent product! Very satisfied with the quality. Would definitely recommend to friends and family.,4,Positive,2025-03-30,,True,English,14,False,desktop_web,Kochi,2189.38,2.8,5,0
R000107,C026028,PBOO0098,Books,Self-Help,Very good product. Using it since 2 weeks. No complaints whatsoever. Recommended!!,5,Positive,2025-06-02,21,True,English,12,False,desktop_web,chennai,12687.73,2.2,13,0
R000108,C039324,PBEA0013,Beauty,Makeup,Excellent product! Very satisfied with the quality. Would definitely recommend to friends and family.,4,Positive,2025-05-13,47,True,English,14,False,desktop_web,Chennai,10349.37,2.9,6,0
R000109,C043098,PBOO0071,Books,Comics,Outstanding quality. I was skeptical at first but this comics proved me wrong completely.,4,Positive,2026-02-18,43,True,English,14,False,desktop_web,Chennai,169.61,4.2,5,0
R000110,C007719,PBEA0081,Beauty,Skincare,Outstanding quality. I was skeptical at first but this skincare proved me wrong completely.,4,Positive,2026-03-21,26,True,Hindi,14,False,mobile_ios,Hyderabad,7404.15,4.6,3,0
R000111,C005297,PBEA0099,Beauty,Haircare,,4,Positive,2025-05-21,36,False,English,,True,mobile_ios,DELHI,24984.4,2.7,1,0
R000112,C024452,PELE0014,Electronics,Laptops,Terrible quality. Broke within 2 days. Complete waste of money. DO NOT BUY.,1,Negative,2025-05-08,19,False,English,13,False,mobile_ios,Bangalore,2644.14,2.2,10,0
R000113,C008769,PHOM0050,Home,Kitchen,"The kitchen works as expected. Nothing more, nothing less. Packaging was decent.",3,Neutral,2026-02-20,,False,English,12,True,,Noida,5763.56,3.6,,0
R000114,C016764,PBOO0047,Books,Non-Fiction,,4,Positive,2025-12-20,7,True,English,,False,mobile_ios,chennai,9776.67,1.4,10,0
R000115,C006876,PBOO0023,Books,Self-Help,,1,Negative,2025-04-12,33,False,English,,False,desktop_web,Bnglr,24187.83,1.8,6,1
R000116,C007238,PBOO0087,Books,Fiction,,4,Positive,2026-01-06,,False,English,,False,desktop_web,Indore,1613.61,4.5,6,0
R000117,C048401,PCLO0018,Clothing,Jeans,Excellent product! Very satisfied with the quality. Would definitely recommend to friends and family.,4,Positive,2025-03-29,39,True,Hindi,14,True,desktop_web,Jaipur,9535.81,4.8,7,0
R000118,C027640,PCLO0070,Clothing,Kurtas,Best purchase I've made this year. Fast delivery and great packaging. Five stars!,4,Positive,2025-09-05,11,True,English,13,True,mobile_ios,Chandigarh,14604.07,2.6,,0
R000119,C020594,PELE0012,Electronics,Laptops,"Received a defective laptops. Asked for replacement, still waiting after 2 weeks!!!",1,Negative,2025-11-13,15,True,English,12,False,mobile_ios,Gurgaon,7018.27,1.0,9,0
R000120,C004907,PBOO0003,Books,Technical,Superb! The technical is exactly as described. Very happy with this purchase.,5,Positive,2025-11-26,5,True,English,12,False,mobile_android,Chandigarh,645.32,3.0,2,0
R000121,C035986,PELE0000,Electronics,Smartphones,Not good at all. The smartphones stopped working after just one week of normal usage.,2,Negative,2025-08-22,3,False,Hindi,15,False,,DELHI,721.79,2.5,2,1
R000122,C041528,PFOO0098,Food,Spices,Ye spices maine apne bhai ke liye liya tha. He likes it but mujhe lagta hai better options available hain.,5,Positive,2026-02-25,6,True,English,20,False,mobile_android,Lucknow,14436.91,1.8,13,0
R000123,C044050,PCLO0026,Clothing,Kurtas,"Extremely slow delivery. Product was supposed to arrive in 3 days, came after 12 days.",2,Negative,2025-03-10,,True,English,15,False,,Chandigarh,1522.47,4.6,3,1
R000124,C039358,PHOM0029,Home,Storage,Loved it!! Perfect for daily use. My whole family loves this storage.,5,Positive,2026-01-26,21,True,English,12,False,mobile_ios,Kochi,23706.71,3.0,9,0
R000125,C036280,PFOO0022,Food,Beverages,<b>Great product!</b> Worth every rupee. Delivery was super fast too!!!,5,Positive,2025-12-30,32,True,English,10,False,,Chandigarh,16505.04,3.8,15,0
R000126,C027682,PELE0013,Electronics,Earbuds,Loved it!! Perfect for daily use. My whole family loves this earbuds.,4,Positive,2025-04-13,18,True,English,12,True,desktop_web,Hyderabad,23934.56,,2,0
R000127,C036824,PFOO0029,Food,Supplements,"Not worth the price. Cheap material, poor finishing. Expected much better quality.",2,Negative,2025-12-23,24,True,English,12,False,,Delhi,21258.32,3.5,14,1
R000128,C046501,PHOM0076,Home,Decor,"Not worth the price. Cheap material, poor finishing. Expected much better quality.",1,Negative,2025-12-16,47,True,English,12,False,desktop_web,Gurgaon,15674.95,4.4,,0
R000129,C002618,PCLO0057,Clothing,Shoes,Average experience. Delivery was on time but the product quality is just mediocre.,3,Neutral,2025-11-12,50,True,English,13,False,,Chennai,5343.89,4.1,9,0
R000130,C014497,PFOO0018,Food,Supplements,<b>Great product!</b> Worth every rupee. Delivery was super fast too!!!,5,Positive,2025-11-13,48,True,English,10,False,tablet,Chennai,15205.48,3.5,11,0
R000131,C007431,PHOM0095,Home,Kitchen,Excellent product! Very satisfied with the quality. Would definitely recommend to friends and family.,5,Positive,2025-07-11,31,True,English,14,False,desktop_web,Noida,17523.07,4.9,999,0
R000132,C043932,PFOO0018,Food,Supplements,Very disappointed. The supplements does not match the description at all. Returning it.,2,Negative,2026-03-26,41,True,English,13,False,mobile_android,Indore,15205.48,,,1
R000133,C004617,PBOO0088,Books,Self-Help,<p>DO NOT BUY THIS</p>. Fake product. Nothing like the images shown on the website.,2,Negative,2025-08-10,7,True,English,14,True,,Delhi,21197.58,4.7,13,0
R000134,C028684,PHOM0090,Home,Decor,Outstanding quality. I was skeptical at first but this decor proved me wrong completely.,4,Positive,2026-01-18,34,True,Code-mixed,14,False,desktop_web,chennai,1877.18,3.2,2,0
R000135,C025827,PBOO0050,Books,Non-Fiction,Superb! The non-fiction is exactly as described. Very happy with this purchase.,4,Positive,2026-01-07,41,False,English,12,False,,Pune,22146.69,4.2,14,0
R000136,C035970,PBEA0072,Beauty,Fragrance,Superb! The fragrance is exactly as described. Very happy with this purchase.,4,Positive,2025-04-12,21,True,English,12,False,mobile_android,Kolkata,21822.21,2.3,10,0
R000137,C009988,PBOO0079,Books,Fiction,Loved it!! Perfect for daily use. My whole family loves this fiction.,5,Positive,2026-02-07,27,True,Hindi,12,False,desktop_web,Chandigarh,3255.41,2.2,3,0
R000138,C018391,PCLO0043,Clothing,Shoes,Product kharab hai. Bilkul bakwas. Paisa barbad. Return kar raha hun.,1,Negative,2026-01-08,,True,Hindi,11,False,,Hyderabad,24961.51,3.2,8,1
R000139,C038641,PFOO0097,Food,Snacks,,4,Positive,2025-05-03,39,False,English,,False,tablet,Bnglr,14508.83,3.6,12,0
R000140,C002649,PFOO0024,Food,Supplements,Very disappointed. The supplements does not match the description at all. Returning it.,1,Negative,2025-12-09,23,True,English,13,False,mobile_android,Delhi,8445.52,3.8,14,0
